25821,The Werewolves of Miller's Hollow,1.3166,8,18,9.595238095238095, '13', '14', '15', '16', '17',https://cf.geekdo-images.com/gBxf-8tL9SnYglYY7dEpJA__original/img/wnY8qstdl7kDu7pTOY72gYGzaUk=/0x0/filters:format(jpeg)/pic510856.jpg,1102,21926,21926,21926,21926,21926,21926
14236,Stretch Run,1.1818,2,6,8.0,60,30,60,8,85,0,0,0,0,0,0,0,0
142517,Grabolo,2.0,3,5,4.0,20,20,20,4,85,0,0,0,0,0,0,0,0
151450,Bull Moose,2.2222,3,5,,90,90,90,10,85,0,0,0,0,0,0,0,0
1534,Jump!,1.8,2,5,,45,45,45,10,85,0,0,0,0,0,0,0,0
156224,Foretold: Rise of a God,3.1429,2,4,,60,60,60,12,85,0,0,0,0,0,0,0,0
1641,Bounty,1.6667,2,8,7.0,60,60,60,8,85,0,0,0,0,0,0,0,0
174552,Adventure Time Card Wars: Lemongrab vs. Gunter,1.5,2,2,8.0,30,15,30,10,85,0,0,0,0,0,0,0,0
179560,Wo ist bitte Umtata?,2.0,2,5,,0,25,0,12,85,0,0,0,0,0,0,0,0
18056,Anno Domini: Kunst,1.6,2,8,,30,30,30,10,85,0,0,0,0,0,0,0,0
182880,Catan: Big Box,3.0,3,6,,90,75,90,10,85,0,0,0,0,0,0,0,0
183459,Halfling Feast,1.0,2,6,,50,30,50,10,85,0,0,0,0,0,0,0,0
188818,AEG Black Friday Black Box 2015,1.5,0,0,,360,10,360,0,85,0,0,0,0,0,0,0,0
192605,Iliad: Heroes of Troy,1.6,2,4,10.0,45,30,45,12,85,0,0,0,0,0,0,0,0
19888,Master of Movies,1.3333,2,6,14.0,45,45,45,10,85,0,0,0,0,0,0,0,0
206851,Kivi,1.0,2,4,8.0,30,30,30,8,85,0,0,0,0,0,0,0,0
21343,Graverobbers,1.5833,3,6,,30,30,30,10,85,0,0,0,0,0,0,0,0
233033,Snowbirds,1.75,1,1,,15,10,15,12,85,0,0,0,0,0,0,0,0
233364,Cultistorm,2.8,2,5,15.333333333333334,120,90,120,13,85,0,0,0,0,0,0,0,0
237638,Isles of Terror,3.0,1,4,12.0,120,30,120,12,85,0,0,0,0,0,0,0,0
239621,Human Era,2.0,4,10,8.0,30,30,30,10,85,0,0,0,0,0,0,0,0
245503,Abra Kazam!,1.0,3,8,,15,15,15,8,85,0,0,0,0,0,0,0,0
246346,Cat'astrophes,1.0,2,6,5.0,20,10,20,7,85,0,0,0,0,0,0,0,0
25155,PerplexCity: The Boardgame,2.0,2,16,,120,120,120,8,85,0,0,0,0,0,0,0,0
254415,Legends of Novus,2.0,1,5,10.0,90,45,90,12,85,0,0,0,0,0,0,0,0
257395,Dungeon Derby,2.0,3,6,8.0,90,30,90,8,85,0,0,0,0,0,0,0,0
26363,Nomads of Arabia: The Wandering Herds Game,2.2,3,6,10.0,45,45,45,10,85,0,0,0,0,0,0,0,0
265754,Exceed: Street Fighter – M. Bison Box,2.0,2,2,,25,15,25,10,85,0,0,0,0,0,0,0,0
27042,Veritas,2.2667,3,6,8.0,60,60,60,12,85,0,0,0,0,0,0,0,0
274429,The Queen of Hansa,2.0,2,4,8.0,45,30,45,8,85,0,0,0,0,0,0,0,0
286925,Detective Stories: Case 3 – Still Lake,2.3333,1,6,,270,90,270,13,85,0,0,0,0,0,0,0,0
288933,Zestrea,2.0,3,6,12.0,90,45,90,12,85,0,0,0,0,0,0,0,0
29142,I Spy Eagle Eye,1.0,1,4,3.0,20,20,20,5,85,0,0,0,0,0,0,0,0
295195,Clash of Armies: Medieval,2.25,2,2,10.4,50,20,50,10,85,0,0,0,0,0,0,0,0
295609,For the Queen,1.25,2,6,12.0,120,30,120,13,85,0,0,0,0,0,0,0,0
333553,For the King (and Me),1.2,2,5,10.0,30,30,30,10,85,0,0,0,0,0,0,0,0
41021,Tangram Master,1.8571,1,4,6.0,10,10,10,8,85,0,0,0,0,0,0,0,0
4189,Star Wars: Episode I – Battle for Naboo 3-D Action Game,1.75,2,4,,20,20,20,5,85,0,0,0,0,0,0,0,0
42216,Death Note Investigation Card Game,2.0,4,8,14.0,30,30,30,14,85,0,0,0,0,0,0,0,0
43693,Delve the Card Game,1.4545,1,1,,30,30,30,0,85,0,0,0,0,0,0,0,0
563,Doolittle & Waite,1.8571,2,8,6.0,30,30,30,0,85,0,0,0,0,0,0,0,0
65592,Dragon's Ordeal,2.4,2,6,8.0,120,120,120,12,85,0,0,0,0,0,0,0,0
70329,Conan: el juego de cartas,1.6154,2,4,15.0,30,30,30,13,85,0,0,0,0,0,0,0,0
77596,The Enigma of Leonardo,1.3333,2,4,8.0,40,40,40,8,85,0,0,0,0,0,0,0,0
781,Tabloid Teasers,1.1,3,6,,45,45,45,10,85,0,0,0,0,0,0,0,0
8479,Odds'R,2.0,2,12,,90,90,90,12,85,0,0,0,0,0,0,0,0
91440,Expedition Dino,1.1429,2,5,3.75,15,15,15,4,85,0,0,0,0,0,0,0,0
9475,Backwords,1.4,3,8,,45,45,45,10,85,0,0,0,0,0,0,0,0
12267,Dwarves and Dice,1.0,2,8,4.0,5,5,5,3,85,0,0,0,0,0,0,0,1
41834,Lunar Command,1.5,2,2,7.5,30,15,30,7,85,0,0,0,0,0,0,0,1
5136,Piraten-Abenteuer,1.3333,2,4,4.5,20,20,20,4,85,0,0,0,0,0,0,0,1
8997,Scattergories Junior,1.3333,2,4,,10,10,10,8,85,0,0,0,0,0,0,0,1
1890,Plateau,2.7273,2,2,8.0,45,45,45,8,85,0,0,0,0,0,1,0,0
3417,Tribulation,1.6667,1,6,,30,30,30,10,85,0,0,0,0,0,1,0,0
83283,Volo,3.0,2,2,7.333333333333333,45,45,45,10,85,0,0,0,0,0,1,0,0
54073,Fish Stix,1.75,2,4,4.0,20,20,20,6,85,0,0,0,0,0,1,0,1
7203,Ophidian 2350 CCG,3.0,2,2,12.0,30,30,30,8,85,0,0,0,0,1,0,0,0
10346,Inchon: MacArthur's Gambit,3.0,2,2,,120,120,120,12,85,0,0,1,0,0,0,0,0
11964,Bloody Ridge,3.4211,2,2,12.0,240,240,240,12,85,0,0,1,0,0,0,0,0
14685,Angus: Batalhas Medievais,2.6364,2,5,14.0,90,90,90,9,85,0,0,1,0,0,0,0,0
192288,Kido Butai: Japan's Carriers at Midway,2.2727,1,1,14.5,90,30,90,12,85,0,0,1,0,0,0,0,0
19903,The Battle of Monmouth,3.8571,2,2,,1200,240,1200,8,85,0,0,1,0,0,0,0,0
2757,Marine: 2002 – A Game of the First Lunar War,2.9412,2,6,16.0,240,60,240,12,85,0,0,1,0,0,0,0,0
299179,Chancellorsville 1863,2.8333,1,2,16.0,90,45,90,14,85,0,0,1,0,0,0,0,0
43196,Yalu: The Chinese Counteroffensive in Korea: November 1950-May 1951 (Second Edition),2.95,1,2,14.8,600,300,600,12,85,0,0,1,0,0,0,0,0
6022,13: The Colonies in Revolt,3.5455,2,2,16.0,360,360,360,12,85,0,0,1,0,0,0,0,0
6085,East & West: The Third Mondial War,3.3333,2,6,13.0,360,360,360,12,85,0,0,1,0,0,0,0,0
8471,Trenchfoot,1.8,2,2,10.0,120,120,120,0,85,0,0,1,0,0,0,0,0
8747,Chinese Farm: Egyptian-Israeli Combat in the '73 War,2.3333,2,2,16.0,90,90,90,12,85,0,0,1,0,0,0,0,0
8756,Eastern Front Solitaire,2.5,1,1,13.333333333333334,120,120,120,14,85,0,0,1,0,0,0,0,0
94615,The Last King of Scotland: The Uganda-Tanzania War 1978-1979,2.1818,1,2,,90,90,90,13,85,0,0,1,0,0,0,0,0
172278,Ether Wars,3.0,2,4,12.0,90,45,90,12,85,0,1,0,0,0,0,0,0
180202,Southern Rails,2.5,3,5,12.0,60,60,60,14,85,0,1,0,0,0,0,0,0
193715,Dungeons of Infinity,2.6667,1,5,14.0,120,60,120,12,85,0,1,0,0,0,0,0,0
30771,18West,4.0,2,6,15.0,360,360,360,14,85,0,1,0,0,0,0,0,0
40083,Cluedo Chocolate Edition,1.5,3,4,,8,8,8,8,85,21926,0,0,0,0,0,0,0
141007,Carcassonne Big Box 3,2.0909,2,6,7.833333333333333,30,30,30,8,850,0,0,0,0,0,0,0,0
137290,Nosferatu,1.3958,5,8,10.5,20,20,20,10,850,0,0,0,0,0,0,1,0
114387,Thebes: The Tomb Raiders,2.0426,2,4,8.857142857142858,30,30,30,8,850,0,0,0,1,0,0,0,0
2555,Vom Kap bis Kairo,1.8,2,4,10.0,30,30,30,10,850,0,0,0,1,0,0,0,0
176530,Xenon Profiteer,2.1364,2,4,10.0,30,30,30,10,850,0,1,0,0,0,0,0,0
18500,Sator Arepo Tenet Opera Rotas,2.4177,2,4,8.666666666666666,60,60,60,8,850,0,1,0,0,0,0,0,0
127312,Enigma,2.0741,2,4,10.25,45,45,45,8,851,0,0,0,1,0,0,0,0
5205,G.E.V.,2.3,2,2,14.0,75,75,75,12,851,0,0,1,0,0,0,0,0
177639,Raptor,2.0631,2,2,9.4375,30,30,30,9,8519,0,1,0,0,0,0,0,0
156442,Asking for Trobils,2.0769,2,7,9.666666666666666,90,60,90,12,852,0,0,0,1,0,0,0,0
5195,The Farming Game,1.6883,2,6,7.454545454545454,120,120,120,10,852,0,0,0,1,0,0,0,0
372,Schotten Totten,1.7244,2,2,8.793103448275861,20,20,20,8,8528,0,0,0,1,0,0,0,0
63539,Lupus in Tabula,1.2041,8,24,8.444444444444445,40,20,40,8,853,0,0,0,0,0,0,1,0
265524,Ramen Fury,1.3158,2,5,7.6,30,30,30,8,854,0,0,0,1,0,0,0,0
238164,The Faceless,2.2941,2,4,11.0,45,30,45,14,855,0,0,0,0,0,0,0,0
140865,Agent Hunter,1.0952,2,2,8.166666666666666,15,15,15,12,855,0,0,0,1,0,1,0,0
165,Black Box,2.0658,1,2,9.0,20,20,20,10,856,0,0,0,0,0,1,0,0
3348,Santa Fe Rails,2.5152,2,5,9.5,60,60,60,12,856,0,1,0,0,0,0,0,0
338,Bargain Hunter,1.875,3,4,10.4,45,45,45,10,856,0,1,0,1,0,0,0,0
216403,Element,2.3333,2,4,9.0,60,30,60,14,857,0,0,0,0,0,1,0,0
18289,Key Largo,2.0448,3,5,8.0,40,30,40,8,857,0,0,0,1,0,0,0,0
131118,Asgard,3.7955,2,4,13.142857142857142,120,60,120,12,857,0,1,0,0,0,0,0,0
42939,Invasion from Outer Space: The Martian Game,2.7869,2,6,10.666666666666666,120,60,120,12,857,1,0,0,0,0,0,0,0
14035,Piranha Pedro,1.3034,2,6,7.0,30,30,30,8,858,0,0,0,1,0,0,0,0
11168,Flames of War: The World War II Miniatures Game,3.2752,2,2,13.11111111111111,120,120,120,14,858,0,0,1,0,0,0,0,0
1711,Richthofen's War,2.4211,1,6,9.6,60,60,60,12,858,0,0,1,0,0,0,0,0
285775,KeyForge: Worlds Collide,3.0,2,2,10.0,45,15,45,0,858,0,1,0,0,1,0,0,0
277699,A Fistful of Meeples,2.08,2,4,8.2,30,30,30,14,858,0,1,0,1,0,0,0,0
230889,Aristeia!,2.9459,2,2,12.0,90,60,90,14,859,0,1,0,0,1,0,0,0
210290,Legendary: Buffy The Vampire Slayer,2.2667,1,5,11.6,60,30,60,14,859,1,0,0,0,0,0,0,0
103328,LIXO?,1.3333,2,6,8.0,20,20,20,6,86,0,0,0,0,0,0,0,0
114316,Ace of Spies,1.6429,2,5,6.0,30,30,30,10,86,0,0,0,0,0,0,0,0
121122,The Lost Dutchman,2.0,2,5,,45,45,45,13,86,0,0,0,0,0,0,0,0
132717,Words with Friends,1.0,2,4,8.0,0,0,0,13,86,0,0,0,0,0,0,0,0
158122,Migration: Book II – A Saga of Conflict,2.4444,2,4,7.0,30,30,30,12,86,0,0,0,0,0,0,0,0
172382,Death Over The Kingdom,2.2,3,16,9.0,45,15,45,10,86,0,0,0,0,0,0,0,0
175265,Piñata Party,2.25,2,4,6.666666666666667,30,15,30,8,86,0,0,0,0,0,0,0,0
187590,Pralaya,1.25,2,5,,0,20,0,10,86,0,0,0,0,0,0,0,0
202223,Zoop,1.75,3,8,6.0,20,5,20,8,86,0,0,0,0,0,0,0,0
206588,Grimslingers: Duels,2.0,2,2,,20,10,20,14,86,0,0,0,0,0,0,0,0
21051,Tooor!,1.5,2,2,,20,20,20,12,86,0,0,0,0,0,0,0,0
210937,Dia de los Muertos,0.0,3,6,,15,10,15,12,86,0,0,0,0,0,0,0,0
2116,Cartino,1.1429,2,4,,45,45,45,10,86,0,0,0,0,0,0,0,0
214213,Light & Dark,1.0,2,2,5.0,15,10,15,10,86,0,0,0,0,0,0,0,0
224678,Baseball Highlights: 2045 – Spring Training,3.0,1,2,,45,45,45,9,86,0,0,0,0,0,0,0,0
227468,Ancient Artifacts,2.0,1,4,10.0,45,20,45,8,86,0,0,0,0,0,0,0,0
231878,Polite Society: The Jane Austen Board Game,1.5,2,5,,30,30,30,8,86,0,0,0,0,0,0,0,0
233783,Dwarf,2.0,1,5,11.0,20,15,20,10,86,0,0,0,0,0,0,0,0
237551,The War of the Worlds: England,2.6429,1,1,12.0,60,60,60,0,86,0,0,0,0,0,0,0,0
248196,Pumpkin Patch: Bad Seeds,1.3333,1,3,8.0,20,10,20,8,86,0,0,0,0,0,0,0,0
251405,Creatures and Cupcakes,1.25,2,4,4.333333333333333,30,15,30,6,86,0,0,0,0,0,0,0,0
255640,Vikings: Scourge of the North,2.0,1,1,12.0,90,60,90,0,86,0,0,0,0,0,0,0,0
257313,Aliens: Hadley's Hope,2.5,2,6,,90,60,90,14,86,0,0,0,0,0,0,0,0
259435,Middle-earth Strategy Battle Game: The Lord of the Rings – Battle of Pelennor Fields,0.0,2,2,,180,90,180,12,86,0,0,0,0,0,0,0,0
260307,Kaboom Universe,2.0,2,8,6.0,30,10,30,6,86,0,0,0,0,0,0,0,0
264843,El Maestro,1.3333,3,8,8.0,40,20,40,8,86,0,0,0,0,0,0,0,0
284600,Alice in Wordland,1.8,3,8,10.0,25,10,25,8,86,0,0,0,0,0,0,0,0
286829,Uxmal,2.0,2,4,7.0,25,25,25,10,86,0,0,0,0,0,0,0,0
291105,Escape Room: The Game 2,2.0,3,5,12.0,60,60,60,16,86,0,0,0,0,0,0,0,0
292506,Bresk!,2.0,2,5,,30,20,30,10,86,0,0,0,0,0,0,0,0
295503,The Champion of the Wild (Second Edition),1.0,3,8,3.0,90,20,90,6,86,0,0,0,0,0,0,0,0
297661,Gold River,1.75,2,5,,35,35,35,8,86,0,0,0,0,0,0,0,0
299270,Funkoverse Strategy Game: Golden Girls 101,0.0,2,2,,60,20,60,10,86,0,0,0,0,0,0,0,0
301011,Starlink,1.0,3,6,8.0,30,30,30,8,86,0,0,0,0,0,0,0,0
308500,Clash of Deck,1.5,2,2,8.0,30,15,30,8,86,0,0,0,0,0,0,0,0
31068,Bulp!,1.4444,2,4,8.0,20,20,20,8,86,0,0,0,0,0,0,0,0
319899,Decktective: Nightmare in the Mirror,1.3333,1,6,12.0,60,60,60,12,86,0,0,0,0,0,0,0,0
3389,Castle Lords,1.3125,3,6,10.0,45,45,45,7,86,0,0,0,0,0,0,0,0
3390,Friends,1.8,4,10,,30,30,30,13,86,0,0,0,0,0,0,0,0
340455,King of the Valley,2.375,2,4,10.0,60,40,60,10,86,0,0,0,0,0,0,0,0
38001,Black Stories: Das Spiel,1.5,3,13,12.0,222,20,222,12,86,0,0,0,0,0,0,0,0
43845,18Ardennes,3.7778,3,5,,300,300,300,14,86,0,0,0,0,0,0,0,0
6553,Pussy Cat,1.5556,2,2,,20,20,20,8,86,0,0,0,0,0,0,0,0
791,Löwendynastie,1.7,3,6,10.0,30,30,30,10,86,0,0,0,0,0,0,0,0
81691,Lino,2.4,2,2,8.0,20,20,20,8,86,0,0,0,0,0,0,0,0
94338,Paradisio,1.4,1,2,5.0,15,15,15,8,86,0,0,0,0,0,0,0,0
97990,UNO Roboto,1.375,2,10,,39,39,39,6,86,0,0,0,0,0,0,0,0
9971,Seasons: The Calendar Rummy Game,1.8889,2,4,,90,90,90,10,86,0,0,0,0,0,0,0,0
13490,Ballons,1.0,2,5,3.0,10,10,10,3,86,0,0,0,0,0,0,0,1
25760,Zoff im Hühnerhof,1.1,2,4,3.5,20,20,20,4,86,0,0,0,0,0,0,0,1
7327,The Lion King,1.0,2,4,4.5,10,10,10,8,86,0,0,0,0,0,0,0,1
16620,Domination,1.1429,2,4,6.0,30,30,30,8,86,0,0,0,0,0,1,0,0
36985,Logger,2.1429,2,4,8.0,30,30,30,0,86,0,0,0,0,0,1,0,0
3979,Wabanti,2.0,2,6,8.0,60,60,60,10,86,0,0,0,0,0,1,0,0
8103,.hack//ENEMY,1.7143,2,2,12.0,30,30,30,12,86,0,0,0,0,1,0,0,0
114261,Malta Besieged: 1940-1942,2.1765,1,1,15.0,75,75,75,12,86,0,0,1,0,0,0,0,0
11482,Case Green,2.4118,2,2,,480,120,480,0,86,0,0,1,0,0,0,0,0
249751,Rostov '41: Race to the Don,2.4444,1,4,14.666666666666666,600,120,600,12,86,0,0,1,0,0,0,0,0
286114,Amerika Bomber: Evil Queen of the Skies,2.0,1,1,14.0,480,10,480,18,86,0,0,1,0,0,0,0,0
31302,Advanced Dungeons & Dragons Battlesystem (Second Edition),3.25,2,2,16.0,60,60,60,0,86,0,0,1,0,0,0,0,0
37383,1940: The Fall of France – A Panzer Grenadier Game,2.6923,2,2,12.0,120,120,120,0,86,0,0,1,0,0,0,0,0
4343,Semper Fi!,3.4286,2,2,,240,240,240,15,86,0,0,1,0,0,0,0,0
54300,Bravery in the Sand,1.68,2,2,10.0,60,60,60,0,86,0,0,1,0,0,0,0,0
5702,Second World War at Sea: Eastern Fleet,2.7333,2,2,12.0,120,120,120,12,86,0,0,1,0,0,0,0,0
703,Roman Civil War,3.1667,2,2,,120,120,120,12,86,0,0,1,0,0,0,0,0
7609,Hue,2.4286,2,2,16.0,180,120,180,12,86,0,0,1,0,0,0,0,0
7991,Napoleon and the Archduke Charles: The Battle of Eckmuhl,3.0,2,2,,90,90,90,12,86,0,0,1,0,0,0,0,0
8720,North German Plain,3.0,2,2,,120,120,120,12,86,0,0,1,0,0,0,0,0
21182,1850: The MidWest,3.3636,2,6,13.0,300,300,300,14,86,0,1,0,0,0,0,0,0
138799,LOKA: A Game of Elemental Strategy,2.7778,2,4,8.0,30,30,30,8,86,0,1,0,0,0,1,0,0
3547,Survival of the Witless,1.7273,3,8,,60,60,60,12,86,1,0,0,0,0,0,0,0
33225,Clue:  The Twilight Zone – Tower of Terror,2.0,3,6,8.0,30,30,30,0,86,21926,0,0,0,0,0,0,0
2250,Midway,2.4404,2,2,12.285714285714286,120,120,120,12,860,0,0,1,0,0,0,0,0
122889,Dominare,3.4478,2,6,12.4,120,120,120,12,861,0,1,0,0,0,0,0,0
9021,Sunken City,1.9899,2,4,8.666666666666666,45,45,45,8,861,0,1,0,1,0,0,0,0
834,Chronology,1.4328,2,8,12.857142857142858,30,30,30,12,862,0,0,0,0,0,0,1,0
254513,The Grimm Masquerade,1.6667,2,5,7.666666666666667,40,20,40,8,863,0,0,0,1,0,0,0,0
297985,Battle Line: Medieval,1.8095,2,2,10.0,30,30,30,12,864,0,1,0,0,0,0,0,0
1992,Stop Thief,1.675,2,4,7.5,30,30,30,10,865,0,0,0,1,0,0,0,0
42111,Fzzzt!,1.6835,2,4,8.666666666666666,30,30,30,8,865,0,0,0,1,0,0,0,0
138317,Trains and Stations,1.8246,3,5,9.0,45,45,45,14,866,0,0,0,1,0,0,0,0
18243,Parthenon: Rise of the Aegean,3.0143,3,6,12.666666666666666,120,120,120,12,866,0,1,0,0,0,0,0,0
246228,Impact: Battle of Elements,1.0323,2,5,6.333333333333333,15,15,15,8,867,0,0,0,0,0,0,1,0
124965,Dungeon Command: Heart of Cormyr,2.5882,2,2,10.857142857142858,90,90,90,12,867,0,0,0,0,1,0,0,0
303672,Trek 12: Himalaya,1.3571,1,50,8.5,30,15,30,8,868,0,0,0,1,0,0,0,0
12166,Funkenschlag,3.5806,2,6,13.333333333333334,180,180,180,12,868,0,1,0,0,0,0,0,0
125658,Level 7 [Escape],2.8361,1,4,13.142857142857142,45,45,45,14,868,1,0,0,0,0,0,0,0
255683,Roll for Adventure,2.0435,2,4,9.0,30,30,30,10,869,0,0,0,0,0,0,0,0
8041,Monopoly: The Lord of the Rings Trilogy Edition,1.5833,2,6,10.0,60,60,60,8,869,0,0,0,0,0,0,0,0
15889,Scopa,1.4928,2,6,5.75,30,30,30,8,869,0,0,0,1,0,0,0,0
106929,Top-A-Top,1.1667,3,6,,15,15,15,6,87,0,0,0,0,0,0,0,0
107971,QI the Board Game,1.3333,2,6,,60,45,60,8,87,0,0,0,0,0,0,0,0
109005,Jagdfieber,1.7273,3,5,,30,30,30,8,87,0,0,0,0,0,0,0,0
11001,Mister Bill,1.2857,3,8,,20,20,20,7,87,0,0,0,0,0,0,0,0
111119,Perplexus Rookie,1.8,1,1,5.0,10,10,10,4,87,0,0,0,0,0,0,0,0
114800,Rune Wars,4.0,2,2,,40,40,40,12,87,0,0,0,0,0,0,0,0
11531,Snake Pit,1.2,2,4,6.0,30,30,30,8,87,0,0,0,0,0,0,0,0
12420,Throw 'n Go Jenga,1.1818,1,99,7.333333333333333,15,15,15,8,87,0,0,0,0,0,0,0,0
125549,Infinity Dungeon: Peril without End,1.1429,3,8,,60,60,60,10,87,0,0,0,0,0,0,0,0
136285,Ubongo: Das Würfelspiel,1.0,2,4,6.0,20,20,20,8,87,0,0,0,0,0,0,0,0
149069,The Great Snowball Battle,1.5,2,6,6.0,15,15,15,8,87,0,0,0,0,0,0,0,0
14990,Troja,1.9091,2,4,,30,30,30,10,87,0,0,0,0,0,0,0,0
153780,Black Sheep and White Sheep,1.125,2,4,,20,20,20,5,87,0,0,0,0,0,0,0,0
154174,The Big Bang Theory: Rock! Paper! Scissors! Lizard! Spock! Dice Game,1.2,2,8,,30,30,30,10,87,0,0,0,0,0,0,0,0
157487,Birth,2.0,2,3,,5,5,5,8,87,0,0,0,0,0,0,0,0
158232,Bedpans & Broomsticks,2.0,2,5,,60,30,60,8,87,0,0,0,0,0,0,0,0
168265,oddball Aeronauts 2: Double the Trouble,1.8333,2,4,8.0,20,20,20,9,87,0,0,0,0,0,0,0,0
168654,Stier zoekt Bier,1.3333,3,5,,45,45,45,8,87,0,0,0,0,0,0,0,0
172325,Epoch: Early Inventors,3.4286,1,4,,150,90,150,12,87,0,0,0,0,0,0,0,0
180809,Victoriana,2.6667,1,4,12.0,90,45,90,14,87,0,0,0,0,0,0,0,0
181906,Bam!: Extrahart,1.0,3,6,18.0,40,20,40,18,87,0,0,0,0,0,0,0,0
183881,Goblin Dice,2.0,2,6,,30,15,30,8,87,0,0,0,0,0,0,0,0
205960,In the Name of Odin: Kickstarter Edition,2.0,2,5,,60,45,60,13,87,0,0,0,0,0,0,0,0
206686,Fanhunter: Urban Warfare,2.3333,2,2,14.0,45,45,45,14,87,0,0,0,0,0,0,0,0
208995,Kaiju Incorporated,2.0,3,5,11.0,60,45,60,13,87,0,0,0,0,0,0,0,0
209541,Dead Cat: A Quantum Physics Card Game,1.0,2,4,8.0,15,5,15,14,87,0,0,0,0,0,0,0,0
2164,Square Off,1.1667,2,2,,10,10,10,9,87,0,0,0,0,0,0,0,0
220258,Envyra,2.0,2,4,8.0,25,15,25,8,87,0,0,0,0,0,0,0,0
220541,Museum Heist,0.0,2,4,,20,20,20,8,87,0,0,0,0,0,0,0,0
22122,Fleeced!,1.2222,2,6,7.0,90,90,90,8,87,0,0,0,0,0,0,0,0
229496,Pencils & Powers,1.75,1,8,10.0,45,30,45,12,87,0,0,0,0,0,0,0,0
235653,Robotech: Force of Arms,2.0,2,2,,40,20,40,8,87,0,0,0,0,0,0,0,0
244814,Embark,2.25,2,5,,60,30,60,14,87,0,0,0,0,0,0,0,0
2584,Code Name: Sector,1.75,1,4,,30,30,30,0,87,0,0,0,0,0,0,0,0
290611,Where am I ? Alice in a Mad Tea party,1.0,2,4,,30,20,30,8,87,0,0,0,0,0,0,0,0
30261,Bushwhackin' Varmints out of Sergio's Butte,1.3333,2,6,12.0,20,20,20,13,87,0,0,0,0,0,0,0,0
3080,RSVP,2.25,2,2,11.0,60,60,60,6,87,0,0,0,0,0,0,0,0
313292,Funkoverse Strategy Game: Game of Thrones 100,2.0,2,4,,60,20,60,13,87,0,0,0,0,0,0,0,0
329845,Stella: Dixit Universe,1.2,3,6,,30,30,30,8,87,0,0,0,0,0,0,0,0
37498,Monopoly: The Beatles Collector's Edition,1.75,2,6,,120,120,120,8,87,0,0,0,0,0,0,0,0
5519,Air Charter,1.375,2,4,,45,45,45,10,87,0,0,0,0,0,0,0,0
6909,Fief,3.0,2,6,12.0,360,360,360,12,87,0,0,0,0,0,0,0,0
98352,O Último Grande Campeão,1.3333,3,6,12.0,45,45,45,14,87,0,0,0,0,0,0,0,0
13367,Charades for Kids,1.125,3,6,,30,30,30,4,87,0,0,0,0,0,0,0,1
13951,Guess Where?,1.0,2,2,,15,15,15,6,87,0,0,0,0,0,0,0,1
36615,The Game of Life: Indiana Jones,1.7143,2,4,6.0,60,60,60,9,87,0,0,0,0,0,0,0,1
5346,Skittle-Bowl,1.2,1,8,6.6,30,30,30,0,87,0,0,0,0,0,0,0,1
20269,Pikemen,2.8333,2,4,4.0,15,15,15,8,87,0,0,0,0,0,1,0,0
28678,Grand Conquest,3.2,2,4,10.666666666666666,60,60,60,10,87,0,0,0,0,0,1,0,0
6862,Laska,2.5714,2,2,8.666666666666666,30,30,30,0,87,0,0,0,0,0,1,0,0
180292,Stingy,1.8,2,6,6.0,50,30,50,10,87,0,0,0,1,0,0,0,0
65565,Flicochet,1.0,2,6,6.0,20,20,20,6,87,0,0,0,1,0,0,0,0
11429,The Rising Sun: Command at Sea Volume I,4.381,2,12,12.0,150,150,150,12,87,0,0,1,0,0,0,0,0
24254,Simulations Canada's Battleship,1.5,2,2,,90,45,90,12,87,0,0,1,0,0,0,0,0
288539,The Jaws of Victory: Battle of Korsun-Cherkassy Pocket – January/February 1944,4.1538,2,5,16.0,3000,360,3000,16,87,0,0,1,0,0,0,0,0
3459,Major Battles and Campaigns of General George S. Patton,1.8,2,2,10.0,30,30,30,12,87,0,0,1,0,0,0,0,0
3603,The Normandy Campaign,2.8947,2,2,14.0,240,240,240,12,87,0,0,1,0,0,0,0,0
38578,Age of Muskets Volume I: Tomb for an Empire,3.85,2,6,16.5,6000,20,6000,0,87,0,0,1,0,0,0,0,0
4222,War Between The States 1861-1865,3.5,1,2,14.0,360,360,360,14,87,0,0,1,0,0,0,0,0
48863,The BattleTech Compendium,3.75,2,6,,120,120,120,8,87,0,0,1,0,0,0,0,0
5023,Conquerors,3.2308,2,2,16.0,240,240,240,12,87,0,0,1,0,0,0,0,0
5277,Overlord,2.7692,2,4,16.0,180,180,180,12,87,0,0,1,0,0,0,0,0
6826,The Campaigns of Robert E. Lee,3.913,2,2,16.0,240,240,240,0,87,0,0,1,0,0,0,0,0
74936,War Cards,2.0,3,4,10.0,45,45,45,10,87,0,0,1,0,0,0,0,0
7847,Blood on the Snow: The Battle of Suomussalmi,2.7222,2,2,13.0,240,240,240,12,87,0,0,1,0,0,0,0,0
5321,The Battle of the Little Big Horn,1.1,2,2,,45,45,45,8,87,0,0,1,0,0,0,0,1
124648,I Am Vlad: Prince of Wallachia,2.9167,2,4,14.0,120,120,120,13,87,1,0,1,0,0,0,0,0
95128,Startup Fever,2.6667,2,6,12.666666666666666,120,120,120,14,87,1,1,0,0,0,1,0,0
139033,Archon: Glory & Machination,3.1034,2,4,11.0,120,90,120,12,870,0,1,0,0,0,0,0,0
140951,Thunderstone: Starter Set,2.3125,2,5,11.333333333333334,45,45,45,12,870,1,1,0,0,0,0,0,0
